Helix.A-Helix,Helix.3-Helix,Helix.5-Helix,Helix.PPII-Helix,Sheet.B-Sheet,Sheet.B-Bridge,Turn.Turn,Turn.Bend,Coil
0,0,0,0,99,6,6,24,75
0,0,0,0,92,8,7,25,78
0,3,0,0,107,7,0,24,69
0,3,0,0,89,9,2,25,82
0,0,0,0,101,5,5,25,74
0,3,0,0,93,9,3,21,81
0,3,0,2,94,2,2,27,80
0,3,0,0,108,4,5,20,70
0,0,0,0,96,10,6,24,74
0,0,0,0,96,9,5,26,74
0,3,0,0,91,13,4,25,74
0,3,0,0,103,5,2,24,73
0,3,0,0,99,6,2,23,77
0,0,0,2,90,10,6,24,78
0,0,0,0,94,4,2,29,81
0,0,0,0,97,7,4,26,76
0,3,0,0,93,6,2,26,80
0,3,0,2,103,5,2,27,68
0,0,0,3,98,7,4,26,72
0,3,0,3,92,9,0,26,77
0,0,0,0,83,8,4,25,90
0,3,0,0,102,7,2,26,70
0,3,0,0,85,13,2,27,80
0,0,0,0,93,9,4,29,75
0,3,0,3,101,5,2,26,70
0,3,0,0,98,9,2,24,74
0,3,0,3,85,13,5,24,77
0,3,0,2,105,5,2,22,71
0,3,0,0,99,8,3,26,71
0,3,0,0,91,10,3,25,78
0,3,0,0,100,8,2,25,72
0,3,0,0,97,9,0,28,73
0,3,0,0,94,9,3,25,76
0,3,0,0,98,9,3,23,74
0,3,0,0,96,11,4,23,73
0,3,0,0,93,11,3,23,77
0,3,0,0,105,8,4,22,68
0,3,0,0,95,9,5,21,77
0,3,0,0,95,13,3,23,73
0,3,0,0,99,10,4,20,74
0,3,0,3,107,4,3,22,68
0,3,0,3,98,10,3,23,70
0,3,0,0,103,9,2,23,70
0,3,0,0,99,10,2,22,74
0,3,0,2,96,14,5,19,71
0,3,0,0,99,8,4,24,72
0,3,0,0,102,6,2,23,74
0,3,0,0,104,7,2,29,65
0,3,0,0,107,6,2,24,68
0,3,0,0,96,8,4,21,78
0,3,0,0,95,8,2,23,79
0,3,0,0,107,6,4,23,67
0,3,0,0,105,6,1,23,72
0,3,0,0,107,2,0,26,72
0,3,0,3,98,9,2,26,69
0,3,0,0,106,9,2,23,67
0,3,0,3,94,14,1,22,73
0,3,0,0,109,6,2,24,66
0,3,0,3,97,9,5,21,72
0,3,0,0,88,15,0,25,79
0,3,0,2,90,14,2,27,72
0,3,0,0,91,15,2,22,77
0,3,0,3,103,5,2,25,69
0,3,0,0,103,7,4,23,70
0,3,0,3,106,7,2,25,64
0,3,0,0,104,8,1,24,70
0,3,0,0,94,9,4,22,78
0,3,0,2,101,9,3,20,72
0,3,0,0,90,13,2,24,78
0,3,0,0,88,12,3,22,82
0,3,0,0,97,10,0,28,72
0,3,0,0,96,9,2,24,76
0,3,0,0,99,8,3,22,75
0,3,0,0,102,7,3,22,73
0,3,0,0,92,8,5,23,79
0,3,0,0,109,3,2,26,67
0,3,0,0,96,5,2,26,78
0,3,0,0,108,3,2,28,66
0,3,0,0,103,5,2,27,70
0,3,0,0,103,4,2,26,72
0,0,0,2,100,10,4,27,67
0,3,0,0,104,8,4,24,67
0,3,0,0,88,10,2,23,84
0,3,0,0,92,10,6,22,77
0,3,0,0,105,5,2,23,72
0,3,0,0,95,9,2,23,78
0,3,0,0,87,10,2,26,82
0,3,0,0,101,6,2,23,75
0,3,0,0,97,6,2,25,77
0,3,0,0,92,10,3,25,77
0,3,0,0,97,8,2,22,78
0,3,0,0,91,10,3,23,80
0,3,0,0,91,14,0,27,75
0,3,0,0,96,11,2,26,72
0,3,0,0,98,8,3,25,73
0,3,0,0,93,7,4,23,80
0,3,0,0,89,7,2,28,81
0,3,0,0,96,6,4,25,76
0,3,0,0,85,12,2,26,82
0,3,0,0,104,7,2,25,69
0,3,0,0,105,8,3,22,69
0,3,0,0,101,5,4,23,74
0,3,0,0,99,3,2,25,78
0,3,0,0,97,7,2,24,77
0,0,0,0,103,2,4,26,75
0,3,0,0,92,9,2,27,77
0,3,0,2,98,7,2,24,74
0,3,0,0,99,8,2,24,74
0,3,0,0,98,9,2,22,76
0,3,0,0,91,9,1,25,81
0,3,0,0,98,10,1,24,74
0,3,0,0,95,11,0,26,75
0,3,0,0,102,7,3,22,73
0,3,0,0,114,2,5,22,64
0,3,0,0,95,13,2,25,72
0,3,0,0,91,10,2,26,78
0,3,0,0,97,7,2,27,74
0,3,0,0,97,10,0,28,72
0,3,0,1,100,5,2,23,76
0,3,0,0,96,6,5,20,80
0,3,0,0,96,6,3,27,75
0,3,0,0,98,5,4,26,74
0,0,0,0,90,9,4,23,84
0,3,0,1,103,4,2,24,73
0,0,0,0,95,9,4,25,77
0,3,0,1,101,6,2,25,72
0,0,0,0,101,6,8,24,71
0,3,0,0,91,8,6,25,77
0,3,0,0,91,8,4,23,81
0,3,0,0,104,6,2,26,69
0,3,0,0,96,7,4,22,78
0,3,0,0,97,8,4,23,75
0,3,0,0,101,3,7,22,74
0,3,0,0,107,1,4,24,71
0,0,0,0,100,5,6,25,74
0,3,0,0,102,8,2,23,72
0,3,0,0,99,10,5,23,70
0,3,0,0,101,7,5,23,71
0,3,0,0,101,7,5,24,70
0,3,0,0,106,3,6,23,69
0,3,0,0,109,4,1,26,67
0,3,0,0,99,9,2,25,72
0,0,0,0,97,4,4,27,78
0,3,0,3,88,11,0,24,81
0,3,0,0,101,9,2,25,70
0,3,0,0,94,9,4,22,78
0,3,0,0,94,7,2,26,78
0,3,0,0,93,7,2,22,83
0,3,0,0,95,6,2,25,79
0,3,0,0,99,3,4,20,81
0,3,0,0,101,4,4,22,76
0,3,0,0,99,5,7,24,72
0,3,0,0,93,8,6,22,78
0,0,0,0,90,9,6,22,83
0,0,0,0,88,7,3,27,85
0,3,0,0,96,9,4,22,76
0,3,0,0,107,1,3,24,72
0,3,0,0,94,9,4,23,77
0,3,0,0,103,5,2,22,75
0,3,0,0,99,6,2,24,76
0,3,0,0,105,6,4,20,72
0,3,0,0,97,7,2,25,76
0,3,0,0,90,12,1,23,81
0,3,0,0,94,9,3,22,79
0,3,0,0,93,8,1,25,80
0,3,0,0,97,7,3,21,79
0,3,0,0,101,11,0,22,73
0,3,0,0,95,8,0,24,80
0,3,0,0,95,6,3,24,79
0,3,0,0,98,8,2,23,76
0,3,0,0,94,6,4,24,79
0,3,0,0,101,5,2,21,78
0,3,0,0,95,10,2,23,77
0,3,0,0,101,7,2,24,73
0,3,0,0,87,10,2,23,85
0,3,0,0,95,7,2,24,79
0,3,0,0,100,5,2,23,77
0,3,0,0,108,3,4,23,69
0,3,0,0,89,11,1,23,83
0,3,0,0,91,9,2,20,85
0,3,0,0,97,6,2,23,79
0,3,0,0,99,7,2,24,75
0,3,0,0,89,10,3,24,81
0,0,0,0,92,8,4,25,81
0,3,0,0,87,9,2,20,89
0,3,0,0,100,7,2,21,77
0,3,0,0,93,12,1,22,79
0,3,0,0,91,8,2,25,81
0,3,0,0,88,13,1,21,84
0,3,0,0,87,12,0,25,83
0,0,0,0,96,11,4,26,73
0,3,0,0,90,12,2,23,80
0,3,0,0,99,7,2,24,75
0,3,0,0,96,9,4,23,75
0,3,0,0,92,7,4,23,81
0,3,0,1,95,10,2,25,74
0,3,0,0,97,7,2,27,74
0,3,0,0,93,11,0,24,79
0,3,0,0,91,11,3,23,79
0,3,0,0,94,14,1,21,77
0,3,0,0,98,11,1,23,74
0,3,0,0,101,8,0,27,71
0,3,0,0,99,8,2,25,73
0,3,0,0,103,8,2,26,68
0,3,0,0,92,10,0,28,77
0,3,0,0,99,11,2,24,71
0,3,0,0,90,11,2,23,81
0,3,0,2,101,8,0,28,68
0,3,0,0,101,7,0,25,74
0,3,0,0,100,9,4,22,72
0,3,0,0,94,9,2,26,76
0,3,0,0,97,10,3,25,72
0,3,0,0,96,9,2,28,72
0,3,0,0,107,5,2,24,69
0,0,0,0,98,10,2,27,73
0,3,0,0,98,11,0,24,74
0,3,0,0,101,8,2,24,72
0,3,0,0,92,12,2,25,76
0,3,0,0,107,3,0,27,70
0,3,0,0,103,3,0,26,75
0,3,0,2,103,7,2,23,70
0,3,0,0,99,4,2,27,75
0,3,0,0,96,9,2,24,76
0,3,0,0,108,3,0,28,68
0,3,0,0,99,10,3,23,72
0,3,0,0,96,10,2,24,75
0,3,0,0,101,11,2,23,70
0,3,0,0,105,3,3,23,73
0,3,0,0,106,3,4,25,69
0,3,0,0,107,4,2,22,72
0,3,0,0,105,4,2,27,69
0,0,0,1,105,4,4,27,69
0,3,0,0,107,4,2,23,71
0,3,0,0,105,5,2,25,70
0,3,0,0,108,4,2,25,68
0,3,0,0,106,3,2,23,73
0,3,0,0,101,9,4,21,72
0,3,0,1,109,2,4,21,70
0,3,0,0,101,8,1,27,70
0,3,0,0,107,5,2,22,71
0,3,0,0,94,8,2,25,78
0,3,0,0,113,4,3,22,65
0,3,0,0,100,7,2,23,75
0,3,0,0,108,3,2,27,67
0,3,0,0,114,4,2,23,64
0,3,0,0,108,2,2,25,70
0,3,0,0,102,5,2,24,74
0,3,0,0,98,6,1,24,78
0,3,0,0,112,1,2,24,68
0,3,0,0,106,7,4,24,66
0,3,0,0,107,8,4,21,67
0,0,0,0,107,7,4,25,67
0,3,0,0,104,5,2,26,70
0,3,0,0,101,5,0,27,74
0,0,0,0,101,5,4,26,74
0,3,0,0,99,8,4,25,71
0,3,0,0,93,8,4,25,77
0,3,0,0,101,6,2,27,71
0,3,0,0,105,8,2,25,67
0,0,0,0,103,8,4,25,70
0,0,0,0,110,4,4,25,67
0,3,0,0,106,5,2,24,70
0,3,0,0,106,5,5,23,68
0,0,0,0,95,8,4,26,77
0,3,0,0,98,6,3,26,74
0,3,0,0,98,11,3,22,73
0,3,0,0,91,8,4,24,80
0,3,0,2,92,14,1,24,74
0,3,0,0,110,4,2,22,69
0,0,0,0,94,9,6,24,77
0,3,0,0,103,6,0,26,72
0,3,0,0,101,6,2,27,71
0,3,0,0,103,6,0,27,71
0,3,0,0,107,7,3,22,68
0,3,0,0,105,6,2,25,69
0,3,0,0,99,7,4,27,70
0,3,0,2,97,7,3,23,75
0,3,0,0,91,8,2,27,79
0,3,0,0,110,6,0,29,62
0,3,0,0,101,8,3,25,70
0,3,0,0,95,7,2,26,77
0,3,0,0,105,4,2,27,69
0,3,0,0,108,4,4,24,67
0,3,0,0,105,5,3,25,69
0,0,0,0,108,4,4,27,67
0,0,0,0,105,5,6,25,69
0,0,0,2,106,6,2,27,67
0,0,0,4,109,7,4,25,61
0,0,0,0,107,6,6,26,65
0,0,0,0,104,6,4,28,68
0,0,0,0,112,4,6,26,62
0,0,0,0,108,5,6,25,66
0,3,0,0,109,7,2,25,64
0,3,0,0,108,7,2,26,64
0,3,0,0,106,6,2,25,68
0,3,0,0,107,4,2,27,67
0,3,0,0,100,7,0,31,69
0,3,0,1,101,8,1,26,70
0,3,0,0,90,16,1,29,71
0,3,0,0,102,8,2,25,70
0,0,0,2,96,11,5,26,70
0,0,0,0,112,5,4,27,62
0,3,0,0,104,5,4,25,69
0,0,0,0,107,5,4,25,69
0,0,0,0,103,6,4,25,72
0,3,0,0,102,5,4,24,72
0,0,0,0,97,5,6,25,77
0,3,0,0,95,9,2,25,76
0,3,0,0,106,1,4,25,71
0,3,0,0,103,12,2,27,63
0,3,0,0,111,4,2,28,62
0,3,0,0,95,8,2,28,74
0,0,0,0,96,8,4,27,75
0,3,0,1,103,5,0,30,68
0,3,0,0,97,6,4,24,76
0,0,0,0,99,4,5,28,74
0,0,0,0,103,8,6,23,70
0,3,0,0,99,9,1,26,72
0,3,0,5,98,11,2,26,65
0,3,0,0,108,8,1,26,64
0,3,0,0,100,4,6,25,72
0,3,0,0,114,3,3,27,60
0,3,0,0,102,5,2,26,72
0,3,0,0,106,3,2,27,69
0,3,0,0,107,3,5,22,70
0,3,0,0,106,5,5,20,71
0,3,0,0,109,2,2,28,66
0,3,0,0,101,8,4,25,69
0,3,0,0,95,10,4,24,74
0,3,0,0,107,3,4,22,71
0,3,0,0,99,7,2,26,73
0,3,0,0,105,5,4,23,70
0,3,0,0,110,3,4,22,68
0,3,0,0,106,5,2,25,69
0,3,0,0,106,6,4,26,65
0,3,0,0,115,6,2,24,60
0,3,0,0,98,8,5,25,71
0,3,0,0,103,5,4,26,69
0,3,0,0,103,6,2,29,67
0,3,0,0,109,7,3,23,65
0,3,0,0,88,12,2,29,76
0,3,0,0,107,9,3,25,63
0,3,0,0,94,12,6,24,71
0,3,0,0,104,7,2,24,70
0,3,0,0,101,6,4,23,73
0,3,0,0,97,9,0,27,74
0,0,0,0,103,5,6,25,71
0,0,0,0,107,7,4,25,67
0,3,0,0,100,7,2,26,72
0,0,0,0,97,6,5,27,75
0,3,0,0,105,6,0,27,69
0,0,0,0,105,4,4,28,69
0,0,0,0,106,9,4,28,63
0,3,0,0,104,6,4,24,69
0,3,0,0,102,6,4,24,71
0,3,0,0,110,4,2,27,64
0,3,0,0,105,5,4,24,69
0,0,0,0,109,4,6,24,67
0,0,0,0,100,8,6,26,70
0,3,0,0,109,7,3,25,63
0,3,0,0,111,3,2,27,64
0,3,0,0,102,5,2,24,74
0,3,0,0,102,6,2,23,74
0,3,0,0,106,4,4,25,68
0,3,0,0,109,3,2,25,68
0,3,0,0,100,7,2,25,73
0,3,0,0,95,8,2,26,76
0,0,0,0,99,6,4,28,73
0,0,0,0,110,5,2,28,65
0,0,0,0,96,6,4,27,77
0,0,0,0,105,6,4,29,66
0,0,0,0,105,4,2,28,71
0,0,0,0,107,2,4,26,71
0,0,0,0,102,6,5,26,71
0,0,0,0,104,5,4,26,71
0,3,0,0,104,4,2,28,69
0,0,0,0,100,6,6,25,73
0,0,0,0,116,0,6,27,61
0,3,0,0,108,5,2,26,66
0,0,0,0,116,3,7,24,60
0,0,0,0,100,10,5,26,69
0,0,0,0,100,7,4,30,69
0,0,0,0,108,5,2,29,66
0,3,0,0,91,11,2,26,77
0,0,0,0,111,3,4,31,61
0,0,0,0,86,8,8,29,79
0,0,0,0,95,7,4,29,75
0,0,0,0,100,9,4,27,70
0,0,0,0,97,8,4,28,73
0,0,0,0,99,7,6,25,73
0,3,0,0,102,5,6,20,74
0,0,0,0,99,8,6,25,72
0,0,0,0,112,4,4,24,66
0,0,0,0,105,5,2,30,68
0,0,0,0,96,9,6,23,76
0,0,0,0,94,12,3,24,77
0,0,0,0,102,8,3,27,70
0,0,0,1,92,10,4,30,73
0,0,0,0,103,6,4,27,70
0,0,0,0,99,7,5,29,70
0,0,0,0,88,11,8,26,77
0,0,0,0,107,4,9,22,68
0,0,0,0,97,11,3,24,75
0,0,0,0,90,8,6,27,79
0,0,0,0,104,7,4,27,68
0,0,0,0,98,5,4,26,77
0,0,0,1,97,7,4,28,73
0,0,0,0,111,5,2,26,66
0,0,0,0,99,8,6,26,71
0,3,0,0,100,7,4,23,73
0,0,0,0,106,5,2,28,69
0,0,0,0,91,10,1,29,79
0,0,0,0,106,5,6,23,70
0,0,0,0,109,3,5,22,71
0,0,0,0,103,6,4,26,71
0,0,0,0,104,6,2,25,73
0,0,0,0,110,7,4,23,66
0,0,0,0,108,7,5,25,65
0,0,0,0,93,9,0,30,78
0,0,0,0,109,2,5,24,70
0,0,0,0,100,4,3,30,73
0,0,0,0,103,5,4,27,71
0,0,0,0,97,9,5,25,74
0,0,0,0,111,3,2,28,66
0,0,0,0,93,9,5,26,77
0,0,0,0,105,6,1,34,64
0,0,0,0,97,7,6,28,72
0,0,0,0,97,7,4,26,76
0,0,0,0,99,6,4,27,74
0,0,0,0,86,14,4,27,79
0,0,0,0,105,5,4,24,72
0,0,0,0,94,6,6,26,78
0,0,0,0,108,5,5,25,67
0,0,0,0,98,8,6,24,74
0,0,0,0,104,5,2,27,72
0,0,0,0,107,5,4,26,68
0,0,0,0,106,4,5,24,71
0,0,0,0,107,3,5,26,69
0,3,0,0,105,4,2,26,70
0,0,0,0,108,3,6,26,67
0,0,0,0,109,3,6,26,66
0,3,0,0,111,3,4,22,67
0,0,0,0,105,5,5,28,67
0,0,0,0,116,2,6,25,61
0,0,0,0,102,8,7,24,69
0,0,0,0,98,7,6,26,73
0,0,0,0,100,5,2,30,73
0,0,0,0,98,8,6,26,72
0,0,0,0,97,9,4,30,70
0,0,0,0,96,7,4,27,76
0,0,0,0,97,6,2,29,76
0,0,0,2,98,7,6,27,70
0,0,0,0,107,4,4,26,69
0,0,0,0,100,5,4,27,74
0,0,0,0,107,3,9,23,68
0,0,0,0,100,6,6,26,72
0,0,0,0,109,6,7,21,67
0,0,0,0,109,5,5,24,67
0,0,0,0,109,2,5,26,68
0,0,0,0,103,7,3,29,68
0,0,0,0,104,5,6,26,69
0,0,0,0,101,6,2,30,71
0,0,0,0,103,7,2,27,71
0,0,0,0,105,7,7,23,68
0,0,0,0,109,3,4,25,69
0,0,0,0,105,6,4,28,67
0,0,0,0,106,6,2,30,66
0,0,0,0,101,8,6,24,71
0,0,0,0,106,7,5,26,66
0,0,0,0,95,7,5,25,78
0,0,0,0,107,5,7,26,65
0,0,0,0,97,5,2,30,76
0,0,0,0,98,8,4,29,71
0,0,0,0,101,5,4,28,72
0,0,0,0,109,5,2,28,66
0,0,0,0,101,5,4,28,72
0,0,0,0,97,8,6,26,73
0,0,0,0,104,3,6,27,70
0,0,0,0,107,4,4,29,66
0,0,0,0,101,9,5,26,69
0,0,0,0,101,3,3,29,74
0,0,0,0,109,5,4,25,67
0,0,0,2,107,5,4,22,70
0,0,0,0,107,8,4,28,63
0,0,0,0,107,7,4,26,66
0,0,0,0,111,5,3,26,65
0,0,0,0,107,5,6,24,68
0,0,0,0,109,4,2,30,65
0,0,0,0,106,5,4,29,66
0,0,0,0,106,8,7,24,65
0,0,0,0,103,5,4,26,72
0,0,0,0,107,3,4,24,72
0,0,0,0,105,3,4,27,71
0,0,0,0,109,2,6,26,67
0,0,0,0,102,5,4,27,72
0,0,0,0,97,7,7,30,69
0,0,0,0,97,8,4,30,71
0,0,0,0,92,10,5,25,78
0,0,0,0,97,8,4,28,73
0,0,0,0,103,6,8,27,66
0,0,0,0,96,9,4,30,71
0,0,0,0,112,5,5,24,64
0,0,0,0,99,7,3,30,71
0,0,0,0,104,6,4,26,70
0,0,0,0,95,7,2,30,76
0,0,0,0,98,7,4,26,75
0,0,0,0,100,6,2,30,72
0,0,0,0,109,4,6,25,66
0,0,0,0,101,4,6,25,74
0,0,0,0,105,5,6,26,68
0,3,0,0,97,9,0,27,74
0,0,0,0,96,6,6,26,76
0,0,0,1,105,3,4,28,69
0,0,0,0,97,9,4,27,73
0,0,0,0,91,7,2,30,80
0,3,0,0,105,7,2,24,69
0,0,0,0,97,8,7,26,72
0,0,0,0,96,8,5,25,76
0,0,0,0,98,8,5,29,70
0,0,0,0,100,6,4,28,72
0,0,0,0,97,7,4,29,73
0,0,0,0,99,7,5,27,72
0,0,0,0,95,6,4,30,75
0,3,0,0,100,7,0,30,70
0,0,0,0,98,8,4,27,73
0,0,0,0,96,9,6,28,71
0,0,0,0,103,7,4,28,68
0,0,0,0,98,10,4,30,68
0,0,0,0,99,7,2,29,73
0,0,0,0,105,6,7,26,66
0,0,0,0,101,7,4,29,69
0,0,0,0,102,6,4,29,69
0,0,0,0,103,6,5,25,71
0,0,0,0,100,9,6,25,70
0,0,0,0,98,9,5,26,72
0,0,0,0,92,8,4,29,77
0,0,0,0,92,10,5,26,77
0,0,0,0,101,6,7,26,70
0,0,0,0,101,6,7,25,71
0,0,0,0,105,5,4,28,68
0,0,0,0,94,11,5,29,71
0,0,0,0,105,5,4,29,67
0,0,0,0,105,4,5,26,70
0,0,0,0,102,5,8,24,71
0,0,0,0,110,3,6,26,65
0,0,0,0,96,7,8,24,75
0,0,0,0,105,6,5,26,68
0,0,0,0,98,8,5,25,74
0,0,0,0,99,10,6,25,70
0,0,0,0,91,10,5,27,77
0,0,0,0,102,5,6,24,73
0,3,0,2,99,4,6,23,73
0,0,0,0,101,6,6,22,75
0,3,0,0,97,7,4,26,73
0,0,0,0,103,4,4,27,72
0,0,0,0,106,4,3,25,72
0,0,0,2,109,6,4,28,61
0,0,0,0,102,5,4,26,73
0,0,0,0,97,8,4,27,74
0,0,0,0,107,4,4,25,70
0,0,0,0,90,7,4,30,79
0,0,0,0,99,6,5,28,72
0,0,0,0,97,8,5,31,69
0,0,0,0,97,7,6,27,73
0,0,0,2,99,6,4,29,70
0,0,0,0,99,8,4,29,70
0,0,0,0,98,6,6,25,75
0,0,0,0,104,4,8,26,68
0,0,0,0,107,1,8,26,68
0,0,0,0,101,3,5,24,77
0,3,0,0,110,2,2,27,66
0,3,0,0,109,5,5,24,64
0,3,0,0,95,12,5,27,68
0,3,0,0,107,7,5,25,63
0,0,0,0,93,9,4,30,74
0,0,0,0,104,7,4,28,67
0,0,0,0,98,7,5,27,73
0,0,0,2,99,7,2,30,70
0,0,0,0,110,5,5,26,64
0,0,0,0,115,2,5,25,63
0,0,0,0,111,5,4,28,62
0,0,0,0,105,7,8,26,64
0,0,0,0,109,6,4,29,62
0,0,0,0,112,3,4,25,66
0,0,0,0,102,8,4,25,71
0,0,0,0,96,9,5,30,70
0,0,0,0,106,3,5,28,68
0,0,0,0,106,7,5,23,69
0,0,0,0,109,6,4,26,65
0,0,0,1,103,7,7,24,68
0,0,0,0,104,5,4,27,70
0,0,0,1,101,6,6,27,69
0,0,0,0,103,4,8,24,71
0,0,0,2,96,8,5,26,73
0,3,0,0,106,3,2,22,74
0,0,0,0,101,4,8,25,72
0,0,0,0,113,5,7,22,63
0,0,0,0,94,9,6,27,74
0,0,0,0,99,6,5,27,73
0,3,0,0,110,4,4,22,67
0,0,0,0,99,9,6,27,69
0,0,0,0,110,4,6,25,65
0,0,0,0,105,5,5,23,72
0,0,0,0,112,5,7,26,60
0,0,0,0,113,5,9,23,60
0,0,0,0,102,5,4,28,71
0,0,0,0,102,5,4,29,70
0,0,0,0,97,8,6,27,72
0,3,0,0,91,10,4,25,77
0,0,0,0,112,3,6,26,63
0,0,0,0,100,7,2,29,72
0,0,0,0,95,8,5,27,75
0,0,0,0,104,5,7,26,68
0,0,0,0,96,10,4,28,72
0,0,0,0,110,4,4,27,65
0,0,0,0,108,2,4,27,69
0,0,0,0,103,5,2,30,70
0,0,0,0,103,5,4,27,71
0,0,0,0,101,6,4,26,73
0,0,0,0,96,8,8,27,71
0,0,0,0,104,7,4,31,64
0,0,0,0,98,9,4,30,69
0,0,0,0,108,3,6,25,68
0,0,0,0,86,15,3,28,78
0,0,0,0,101,11,7,22,69
0,0,0,0,109,3,2,28,68
0,0,0,0,104,3,6,23,74
0,3,0,0,103,9,1,24,70
0,0,0,0,99,6,6,23,76
0,0,0,0,98,8,6,23,75
0,0,0,0,99,9,6,27,69
0,0,0,0,102,5,4,25,74
0,0,0,2,89,10,2,28,79
0,0,0,0,104,2,2,27,75
0,0,0,0,98,9,6,27,70
0,0,0,0,104,7,2,30,67
0,0,0,0,98,7,4,27,74
0,0,0,0,96,6,6,24,78
0,0,0,0,96,7,4,30,73
0,0,0,3,107,2,4,30,64
0,0,0,0,99,6,4,25,76
0,0,0,1,109,4,5,25,66
0,0,0,0,115,3,2,26,64
0,0,0,0,103,7,4,25,71
0,0,0,1,104,6,2,28,69
0,0,0,0,103,3,4,25,75
0,0,0,3,119,5,0,29,54
0,0,0,2,98,12,3,29,66
0,0,0,2,101,2,4,25,76
0,0,0,0,107,3,4,27,69
0,0,0,0,97,7,3,25,78
0,0,0,0,101,4,2,29,74
0,3,0,0,95,6,2,24,80
0,3,0,0,100,6,2,24,75
0,3,0,0,104,6,2,25,70
0,0,0,1,111,5,3,24,66
0,3,0,0,105,6,2,25,69
0,3,0,0,102,6,2,25,72
0,0,0,0,104,5,4,27,70
0,0,0,0,98,11,2,30,69
0,0,0,0,99,7,4,28,72
0,0,0,0,111,7,3,24,65
0,0,0,0,104,6,4,28,68
0,0,0,1,102,9,3,27,68
0,0,0,0,99,7,4,26,74
0,0,0,0,102,10,6,30,62
0,0,0,0,100,6,9,24,71
0,0,0,0,113,4,5,26,62
0,0,0,1,102,5,5,25,72
0,3,0,0,109,4,5,22,67
0,0,0,0,103,5,5,28,69
0,3,0,0,99,7,2,27,72
0,0,0,0,97,7,5,24,77
0,0,0,0,98,5,4,28,75
0,0,0,2,99,10,7,22,70
0,0,0,0,106,3,4,28,69
0,0,0,0,103,5,5,24,73
0,0,0,0,101,10,6,26,67
0,0,0,0,99,7,5,26,73
0,3,0,0,101,6,4,28,68
0,0,0,0,110,2,8,24,66
0,0,0,0,105,6,5,28,66
0,0,0,0,111,4,5,27,63
0,3,0,1,105,4,5,26,66
0,3,0,0,107,5,5,23,67
0,3,0,0,105,4,4,25,69
0,0,0,0,103,5,7,25,70
0,0,0,0,102,7,6,25,70
0,0,0,0,103,5,5,28,69
0,0,0,0,108,6,6,27,63
0,0,0,1,104,8,6,25,66
0,0,0,0,103,10,4,29,64
0,0,0,0,110,4,7,26,63
0,0,0,0,104,5,7,23,71
0,0,0,0,101,7,4,29,69
0,0,0,0,101,9,3,27,70
0,0,0,1,104,9,6,27,63
0,0,0,0,108,8,4,27,63
0,0,0,0,100,8,5,26,71
0,0,0,0,98,7,6,28,71
0,0,0,0,98,6,3,27,76
0,0,0,0,107,7,6,26,64
0,0,0,0,103,7,5,25,70
0,0,0,0,95,11,5,25,74
0,3,0,0,92,9,4,25,77
0,0,0,0,102,9,4,28,67
0,0,0,0,111,5,7,22,65
0,3,0,0,94,11,5,23,74
0,0,0,0,103,5,6,25,71
0,0,0,0,101,7,4,27,71
0,0,0,0,104,6,6,23,71
0,0,0,0,99,8,7,25,71
0,0,0,0,106,4,6,26,68
0,0,0,2,97,7,5,21,78
0,0,0,0,109,4,7,22,68
0,0,0,0,103,7,10,20,70
0,3,0,0,107,7,5,21,67
0,0,0,0,99,5,6,27,73
0,0,0,0,103,4,6,23,74
0,0,0,0,99,5,8,24,74
0,3,0,0,100,5,2,26,74
0,0,0,0,105,7,6,22,70
0,3,0,0,106,3,4,23,71
0,0,0,0,104,7,6,24,69
0,3,0,0,105,4,2,27,69
0,0,0,0,102,6,6,25,71
0,0,0,0,103,6,4,26,71
0,0,0,0,113,3,7,22,65
0,0,0,0,103,7,6,25,69
0,0,0,0,109,8,4,27,62
0,0,0,0,105,6,4,28,67
0,0,0,0,105,6,4,27,68
0,3,0,0,111,3,4,24,65
0,0,0,0,107,4,6,27,66
0,3,0,0,111,6,4,22,64
0,0,0,0,109,2,4,26,69
0,3,0,0,103,6,2,25,71
0,0,0,0,113,4,4,25,64
0,3,0,0,109,5,5,24,64
0,3,0,0,105,5,3,27,67
0,0,0,0,100,5,5,27,73
0,0,0,0,103,5,6,26,70
0,0,0,0,113,4,4,27,62
0,0,0,0,104,5,6,24,71
0,0,0,0,100,4,8,23,75
0,3,0,0,112,4,3,25,63
0,0,0,0,102,8,6,25,69
0,0,0,0,108,5,7,27,63
0,0,0,0,96,9,8,23,74
0,0,0,0,105,5,6,26,68
0,0,0,1,106,3,6,27,67
0,0,0,0,105,3,7,24,71
0,0,0,0,107,5,6,27,65
0,0,0,3,105,6,6,30,60
0,3,0,0,104,6,4,26,67
0,0,0,0,98,9,6,26,71
0,0,0,0,94,6,4,26,80
0,0,0,0,92,10,8,27,73
0,3,0,0,100,4,2,25,76
0,0,0,0,109,3,4,30,64
0,0,0,2,96,8,7,23,74
0,0,0,2,103,6,4,26,69
0,0,0,2,102,6,5,28,67
0,0,0,0,104,5,5,28,68
0,0,0,0,101,6,7,24,72
0,0,0,0,88,11,5,27,79
0,3,0,0,98,7,5,23,74
0,0,0,0,104,6,5,28,67
0,0,0,0,103,3,7,24,73
0,0,0,0,103,4,7,24,72
0,0,0,0,105,8,7,23,67
0,0,0,0,101,7,5,28,69
0,0,0,2,99,10,8,25,66
